time_fs,time_ps,n_hbonds,betti_0,betti_1,betti_2,euler_characteristic
2311.0,2.311,156,1,58,0,-57
2311.5,2.3115,156,1,58,0,-57
2312.0,2.312,156,1,58,0,-57
2312.5,2.3125,156,1,58,0,-57
2313.0,2.313,156,1,58,0,-57
2313.5,2.3135,155,1,57,0,-56
2314.0,2.314,155,1,57,0,-56
2314.5,2.3145,156,1,57,0,-56
2315.0,2.315,156,1,57,0,-56
2315.5,2.3155,156,1,57,0,-56
2316.0,2.316,154,1,55,0,-54
2316.5,2.3165,155,1,56,0,-55
2317.0,2.317,153,1,55,0,-54
2317.5,2.3175,153,1,55,0,-54
2318.0,2.318,154,1,56,0,-55
2318.5,2.3185,154,1,57,0,-56
2319.0,2.319,154,1,57,0,-56
2319.5,2.3195,155,1,58,0,-57
2320.0,2.32,155,1,58,0,-57
2320.5,2.3205,155,1,58,0,-57
2321.0,2.321,155,1,58,0,-57
2321.5,2.3215,155,1,58,0,-57
2322.0,2.322,154,1,57,0,-56
2322.5,2.3225,154,1,57,0,-56
2323.0,2.323,154,1,57,0,-56
2323.5,2.3235,155,1,57,0,-56
2324.0,2.324,156,1,58,0,-57
2324.5,2.3245,158,1,60,0,-59
2325.0,2.325,158,1,60,0,-59
2325.5,2.3255,159,1,60,0,-59
2326.0,2.326,160,1,61,0,-60
2326.5,2.3265,158,1,59,0,-58
2327.0,2.327,156,1,57,0,-56
2327.5,2.3275,157,1,58,0,-57
2328.0,2.328,156,1,57,0,-56
2328.5,2.3285,156,1,55,0,-54
2329.0,2.329,157,1,56,0,-55
2329.5,2.3295,157,1,56,0,-55
2330.0,2.33,158,1,57,0,-56
2330.5,2.3305,158,1,57,0,-56
2331.0,2.331,158,1,57,0,-56
2331.5,2.3315,158,1,57,0,-56
2332.0,2.332,158,1,57,0,-56
2332.5,2.3325,158,1,57,0,-56
2333.0,2.333,158,1,58,0,-57
2333.5,2.3335,158,1,58,0,-57
2334.0,2.334,157,1,57,0,-56
2334.5,2.3345,157,1,57,0,-56
2335.0,2.335,156,1,56,0,-55
